text,label
"Unverified social media reports secretly proves that 5G towers are controlling people's minds Unverified social media reports secretly proves that 5G towers are controlling people's minds. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A secret insider secretly proves that a famous politician is secretly a robot A secret insider secretly proves that a famous politician is secretly a robot. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A shocking new claim shows undeniable evidence that eating garlic prevents all viruses A shocking new claim shows undeniable evidence that eating garlic prevents all viruses. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The education department reported a change in agricultural subsidies The education department reported a change in agricultural subsidies, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An unnamed source spreads the rumor that vaccines contain tracking chips An unnamed source spreads the rumor that vaccines contain tracking chips. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Reserve Bank of India reported a change in tax filing deadlines The Reserve Bank of India reported a change in tax filing deadlines, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The railway ministry approved a budget allocation for school curriculum changes The railway ministry approved a budget allocation for school curriculum changes, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The World Health Organization clarified the rules around employment statistics The World Health Organization clarified the rules around employment statistics, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Supreme Court signed an agreement concerning agricultural subsidies The Supreme Court signed an agreement concerning agricultural subsidies, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The state government released its quarterly report on urban housing projects The state government released its quarterly report on urban housing projects, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A miracle cure rumor shows undeniable evidence that vaccines contain tracking chips A miracle cure rumor shows undeniable evidence that vaccines contain tracking chips. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The state government announced a new policy on vaccination drives The state government announced a new policy on vaccination drives, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An unnamed source shows undeniable evidence that a doomsday asteroid will hit earth next week An unnamed source shows undeniable evidence that a doomsday asteroid will hit earth next week. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The railway ministry scheduled a meeting to discuss election voter lists The railway ministry scheduled a meeting to discuss election voter lists, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Supreme Court issued official guidelines for employment statistics The Supreme Court issued official guidelines for employment statistics, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A secret insider reveals the shocking truth that banks will seize everyone's savings overnight A secret insider reveals the shocking truth that banks will seize everyone's savings overnight. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"An anonymous online post claims that 5G towers are controlling people's minds An anonymous online post claims that 5G towers are controlling people's minds. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post claims that the internet will shut down forever tomorrow A trending Facebook post claims that the internet will shut down forever tomorrow. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"A miracle cure rumor claims that eating garlic prevents all viruses A miracle cure rumor claims that eating garlic prevents all viruses. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The election commission began an investigation into railway ticket pricing The election commission began an investigation into railway ticket pricing, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Ministry of Health reported a change in water supply management The Ministry of Health reported a change in water supply management, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Local police officials confirmed an update to air quality monitoring Local police officials confirmed an update to air quality monitoring, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An unnamed source spreads the rumor that a doomsday asteroid will hit earth next week An unnamed source spreads the rumor that a doomsday asteroid will hit earth next week. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A mysterious leaked document insists without any proof that a doomsday asteroid will hit earth next week A mysterious leaked document insists without any proof that a doomsday asteroid will hit earth next week. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The central government issued official guidelines for interest rates The central government issued official guidelines for interest rates, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The central government reported a change in tax filing deadlines The central government reported a change in tax filing deadlines, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An unnamed source exposes how a famous politician is secretly a robot An unnamed source exposes how a famous politician is secretly a robot. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A mysterious leaked document claims that banks will seize everyone's savings overnight A mysterious leaked document claims that banks will seize everyone's savings overnight. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Supreme Court published new data on digital payment regulations The Supreme Court published new data on digital payment regulations, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An anonymous online post spreads the rumor that a magic fruit cures cancer instantly An anonymous online post spreads the rumor that a magic fruit cures cancer instantly. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post exposes how a magic fruit cures cancer instantly A trending Facebook post exposes how a magic fruit cures cancer instantly. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The election commission announced a new policy on road safety measures The election commission announced a new policy on road safety measures, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A viral WhatsApp message insists without any proof that 5G towers are controlling people's minds A viral WhatsApp message insists without any proof that 5G towers are controlling people's minds. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The education department began an investigation into employment statistics The education department began an investigation into employment statistics, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A viral WhatsApp message secretly proves that vaccines contain tracking chips A viral WhatsApp message secretly proves that vaccines contain tracking chips. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The railway ministry published new data on employment statistics The railway ministry published new data on employment statistics, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The state government issued official guidelines for agricultural subsidies The state government issued official guidelines for agricultural subsidies, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A trending Facebook post claims that a celebrity secretly died years ago A trending Facebook post claims that a celebrity secretly died years ago. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The election commission announced a new policy on agricultural subsidies The election commission announced a new policy on agricultural subsidies, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Reserve Bank of India announced a new policy on school curriculum changes The Reserve Bank of India announced a new policy on school curriculum changes, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The central government reported a change in infrastructure development The central government reported a change in infrastructure development, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A bizarre conspiracy theory spreads the rumor that the moon landing was staged in a studio A bizarre conspiracy theory spreads the rumor that the moon landing was staged in a studio. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"An unnamed source secretly proves that drinking hot water cures all diseases An unnamed source secretly proves that drinking hot water cures all diseases. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A mysterious leaked document secretly proves that a magic fruit cures cancer instantly A mysterious leaked document secretly proves that a magic fruit cures cancer instantly. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"Local police officials released its quarterly report on interest rates Local police officials released its quarterly report on interest rates, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The central government scheduled a meeting to discuss interest rates The central government scheduled a meeting to discuss interest rates, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The finance ministry began an investigation into agricultural subsidies The finance ministry began an investigation into agricultural subsidies, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The central government scheduled a meeting to discuss public healthcare spending The central government scheduled a meeting to discuss public healthcare spending, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A mysterious leaked document secretly proves that 5G towers are controlling people's minds A mysterious leaked document secretly proves that 5G towers are controlling people's minds. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The election commission signed an agreement concerning employment statistics The election commission signed an agreement concerning employment statistics, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The weather department approved a budget allocation for interest rates The weather department approved a budget allocation for interest rates, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A mysterious leaked document insists without any proof that 5G towers are controlling people's minds A mysterious leaked document insists without any proof that 5G towers are controlling people's minds. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The education department released its quarterly report on vaccination drives The education department released its quarterly report on vaccination drives, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Unverified social media reports warns everyone that the internet will shut down forever tomorrow Unverified social media reports warns everyone that the internet will shut down forever tomorrow. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A miracle cure rumor insists without any proof that a famous politician is secretly a robot A miracle cure rumor insists without any proof that a famous politician is secretly a robot. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post reveals the shocking truth that eating garlic prevents all viruses A trending Facebook post reveals the shocking truth that eating garlic prevents all viruses. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The railway ministry confirmed an update to water supply management The railway ministry confirmed an update to water supply management, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The education department announced a new policy on air quality monitoring The education department announced a new policy on air quality monitoring, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The railway ministry reported a change in interest rates The railway ministry reported a change in interest rates, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The World Health Organization approved a budget allocation for public healthcare spending The World Health Organization approved a budget allocation for public healthcare spending, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Unverified social media reports insists without any proof that vaccines contain tracking chips Unverified social media reports insists without any proof that vaccines contain tracking chips. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A mysterious leaked document claims that the internet will shut down forever tomorrow A mysterious leaked document claims that the internet will shut down forever tomorrow. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post shows undeniable evidence that a famous politician is secretly a robot A trending Facebook post shows undeniable evidence that a famous politician is secretly a robot. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"A viral WhatsApp message claims that a magic fruit cures cancer instantly A viral WhatsApp message claims that a magic fruit cures cancer instantly. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The state government approved a budget allocation for railway ticket pricing The state government approved a budget allocation for railway ticket pricing, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A shocking new claim spreads the rumor that vaccines contain tracking chips A shocking new claim spreads the rumor that vaccines contain tracking chips. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"An anonymous online post secretly proves that drinking hot water cures all diseases An anonymous online post secretly proves that drinking hot water cures all diseases. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The World Health Organization began an investigation into digital payment regulations The World Health Organization began an investigation into digital payment regulations, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A shocking new claim spreads the rumor that drinking hot water cures all diseases A shocking new claim spreads the rumor that drinking hot water cures all diseases. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"A miracle cure rumor shows undeniable evidence that a magic fruit cures cancer instantly A miracle cure rumor shows undeniable evidence that a magic fruit cures cancer instantly. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Reserve Bank of India released its quarterly report on election voter lists The Reserve Bank of India released its quarterly report on election voter lists, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The state government signed an agreement concerning election voter lists The state government signed an agreement concerning election voter lists, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A viral WhatsApp message insists without any proof that vaccines contain tracking chips A viral WhatsApp message insists without any proof that vaccines contain tracking chips. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A secret insider insists without any proof that a magic fruit cures cancer instantly A secret insider insists without any proof that a magic fruit cures cancer instantly. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The United Nations published new data on road safety measures The United Nations published new data on road safety measures, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The World Health Organization approved a budget allocation for water supply management The World Health Organization approved a budget allocation for water supply management, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The central government approved a budget allocation for interest rates The central government approved a budget allocation for interest rates, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An unnamed source claims that drinking hot water cures all diseases An unnamed source claims that drinking hot water cures all diseases. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Supreme Court announced a new policy on road safety measures The Supreme Court announced a new policy on road safety measures, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An unnamed source exposes how a doomsday asteroid will hit earth next week An unnamed source exposes how a doomsday asteroid will hit earth next week. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A bizarre conspiracy theory secretly proves that a famous politician is secretly a robot A bizarre conspiracy theory secretly proves that a famous politician is secretly a robot. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Reserve Bank of India scheduled a meeting to discuss tax filing deadlines The Reserve Bank of India scheduled a meeting to discuss tax filing deadlines, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Local police officials signed an agreement concerning vaccination drives Local police officials signed an agreement concerning vaccination drives, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A secret insider reveals the shocking truth that a doomsday asteroid will hit earth next week A secret insider reveals the shocking truth that a doomsday asteroid will hit earth next week. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"Local police officials reported a change in road safety measures Local police officials reported a change in road safety measures, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Local police officials clarified the rules around digital payment regulations Local police officials clarified the rules around digital payment regulations, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Ministry of Health released its quarterly report on digital payment regulations The Ministry of Health released its quarterly report on digital payment regulations, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Ministry of Health clarified the rules around urban housing projects The Ministry of Health clarified the rules around urban housing projects, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Unverified social media reports reveals the shocking truth that the moon landing was staged in a studio Unverified social media reports reveals the shocking truth that the moon landing was staged in a studio. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post exposes how banks will seize everyone's savings overnight A trending Facebook post exposes how banks will seize everyone's savings overnight. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A shocking new claim exposes how the moon landing was staged in a studio A shocking new claim exposes how the moon landing was staged in a studio. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The state government reported a change in vaccination drives The state government reported a change in vaccination drives, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Reserve Bank of India approved a budget allocation for road safety measures The Reserve Bank of India approved a budget allocation for road safety measures, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The World Health Organization confirmed an update to agricultural subsidies The World Health Organization confirmed an update to agricultural subsidies, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Supreme Court reported a change in urban housing projects The Supreme Court reported a change in urban housing projects, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The World Health Organization published new data on election voter lists The World Health Organization published new data on election voter lists, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A miracle cure rumor spreads the rumor that vaccines contain tracking chips A miracle cure rumor spreads the rumor that vaccines contain tracking chips. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The stock exchange regulator clarified the rules around interest rates The stock exchange regulator clarified the rules around interest rates, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A shocking new claim reveals the shocking truth that a famous politician is secretly a robot A shocking new claim reveals the shocking truth that a famous politician is secretly a robot. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The finance ministry approved a budget allocation for infrastructure development The finance ministry approved a budget allocation for infrastructure development, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The state government began an investigation into urban housing projects The state government began an investigation into urban housing projects, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The finance ministry confirmed an update to election voter lists The finance ministry confirmed an update to election voter lists, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A shocking new claim claims that drinking hot water cures all diseases A shocking new claim claims that drinking hot water cures all diseases. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"An anonymous online post spreads the rumor that drinking hot water cures all diseases An anonymous online post spreads the rumor that drinking hot water cures all diseases. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"An anonymous online post shows undeniable evidence that a celebrity secretly died years ago An anonymous online post shows undeniable evidence that a celebrity secretly died years ago. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post warns everyone that a celebrity secretly died years ago A trending Facebook post warns everyone that a celebrity secretly died years ago. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post insists without any proof that a famous politician is secretly a robot A trending Facebook post insists without any proof that a famous politician is secretly a robot. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A miracle cure rumor warns everyone that banks will seize everyone's savings overnight A miracle cure rumor warns everyone that banks will seize everyone's savings overnight. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"A shocking new claim shows undeniable evidence that a doomsday asteroid will hit earth next week A shocking new claim shows undeniable evidence that a doomsday asteroid will hit earth next week. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"A mysterious leaked document shows undeniable evidence that a doomsday asteroid will hit earth next week A mysterious leaked document shows undeniable evidence that a doomsday asteroid will hit earth next week. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"A mysterious leaked document secretly proves that the moon landing was staged in a studio A mysterious leaked document secretly proves that the moon landing was staged in a studio. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The city municipal corporation began an investigation into urban housing projects The city municipal corporation began an investigation into urban housing projects, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A miracle cure rumor reveals the shocking truth that banks will seize everyone's savings overnight A miracle cure rumor reveals the shocking truth that banks will seize everyone's savings overnight. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A miracle cure rumor insists without any proof that a famous politician is secretly a robot A miracle cure rumor insists without any proof that a famous politician is secretly a robot. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post spreads the rumor that vaccines contain tracking chips A trending Facebook post spreads the rumor that vaccines contain tracking chips. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The World Health Organization released its quarterly report on interest rates The World Health Organization released its quarterly report on interest rates, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Unverified social media reports insists without any proof that the internet will shut down forever tomorrow Unverified social media reports insists without any proof that the internet will shut down forever tomorrow. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"A viral WhatsApp message reveals the shocking truth that a celebrity secretly died years ago A viral WhatsApp message reveals the shocking truth that a celebrity secretly died years ago. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Reserve Bank of India reported a change in vaccination drives The Reserve Bank of India reported a change in vaccination drives, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The state government approved a budget allocation for employment statistics The state government approved a budget allocation for employment statistics, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A mysterious leaked document spreads the rumor that 5G towers are controlling people's minds A mysterious leaked document spreads the rumor that 5G towers are controlling people's minds. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The railway ministry confirmed an update to tax filing deadlines The railway ministry confirmed an update to tax filing deadlines, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The election commission issued official guidelines for tax filing deadlines The election commission issued official guidelines for tax filing deadlines, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Unverified social media reports shows undeniable evidence that a famous politician is secretly a robot Unverified social media reports shows undeniable evidence that a famous politician is secretly a robot. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A bizarre conspiracy theory secretly proves that drinking hot water cures all diseases A bizarre conspiracy theory secretly proves that drinking hot water cures all diseases. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"Local police officials published new data on agricultural subsidies Local police officials published new data on agricultural subsidies, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The education department reported a change in school curriculum changes The education department reported a change in school curriculum changes, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Ministry of Health issued official guidelines for railway ticket pricing The Ministry of Health issued official guidelines for railway ticket pricing, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The election commission announced a new policy on railway ticket pricing The election commission announced a new policy on railway ticket pricing, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Supreme Court published new data on school curriculum changes The Supreme Court published new data on school curriculum changes, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A secret insider reveals the shocking truth that the internet will shut down forever tomorrow A secret insider reveals the shocking truth that the internet will shut down forever tomorrow. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"Unverified social media reports exposes how 5G towers are controlling people's minds Unverified social media reports exposes how 5G towers are controlling people's minds. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The United Nations released its quarterly report on digital payment regulations The United Nations released its quarterly report on digital payment regulations, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The railway ministry published new data on vaccination drives The railway ministry published new data on vaccination drives, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An unnamed source exposes how a famous politician is secretly a robot An unnamed source exposes how a famous politician is secretly a robot. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Ministry of Health released its quarterly report on water supply management The Ministry of Health released its quarterly report on water supply management, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The education department confirmed an update to school curriculum changes The education department confirmed an update to school curriculum changes, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Reserve Bank of India clarified the rules around digital payment regulations The Reserve Bank of India clarified the rules around digital payment regulations, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The election commission clarified the rules around water supply management The election commission clarified the rules around water supply management, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A bizarre conspiracy theory exposes how a doomsday asteroid will hit earth next week A bizarre conspiracy theory exposes how a doomsday asteroid will hit earth next week. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A shocking new claim secretly proves that a doomsday asteroid will hit earth next week A shocking new claim secretly proves that a doomsday asteroid will hit earth next week. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The state government issued official guidelines for infrastructure development The state government issued official guidelines for infrastructure development, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Unverified social media reports exposes how eating garlic prevents all viruses Unverified social media reports exposes how eating garlic prevents all viruses. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"An unnamed source exposes how eating garlic prevents all viruses An unnamed source exposes how eating garlic prevents all viruses. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The state government signed an agreement concerning employment statistics The state government signed an agreement concerning employment statistics, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An anonymous online post spreads the rumor that 5G towers are controlling people's minds An anonymous online post spreads the rumor that 5G towers are controlling people's minds. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The state government issued official guidelines for infrastructure development The state government issued official guidelines for infrastructure development, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A mysterious leaked document insists without any proof that vaccines contain tracking chips A mysterious leaked document insists without any proof that vaccines contain tracking chips. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
