title,text,subject,date
A miracle cure rumor warns everyone that banks will seize everyone's savings overnight,"A miracle cure rumor warns everyone that banks will seize everyone's savings overnight. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An anonymous online post insists without any proof that eating garlic prevents all viruses,"An anonymous online post insists without any proof that eating garlic prevents all viruses. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post warns everyone that a celebrity secretly died years ago,"A trending Facebook post warns everyone that a celebrity secretly died years ago. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document spreads the rumor that 5G towers are controlling people's minds,"A mysterious leaked document spreads the rumor that 5G towers are controlling people's minds. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post shows undeniable evidence that a famous politician is secretly a robot,"A trending Facebook post shows undeniable evidence that a famous politician is secretly a robot. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An anonymous online post spreads the rumor that a magic fruit cures cancer instantly,"An anonymous online post spreads the rumor that a magic fruit cures cancer instantly. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An unnamed source shows undeniable evidence that vaccines contain tracking chips,"An unnamed source shows undeniable evidence that vaccines contain tracking chips. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports insists without any proof that vaccines contain tracking chips,"Unverified social media reports insists without any proof that vaccines contain tracking chips. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports insists without any proof that eating garlic prevents all viruses,"Unverified social media reports insists without any proof that eating garlic prevents all viruses. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A miracle cure rumor shows undeniable evidence that the internet will shut down forever tomorrow,"A miracle cure rumor shows undeniable evidence that the internet will shut down forever tomorrow. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A viral WhatsApp message insists without any proof that 5G towers are controlling people's minds,"A viral WhatsApp message insists without any proof that 5G towers are controlling people's minds. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A miracle cure rumor claims that eating garlic prevents all viruses,"A miracle cure rumor claims that eating garlic prevents all viruses. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document secretly proves that eating garlic prevents all viruses,"A mysterious leaked document secretly proves that eating garlic prevents all viruses. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports secretly proves that eating garlic prevents all viruses,"Unverified social media reports secretly proves that eating garlic prevents all viruses. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim reveals the shocking truth that a famous politician is secretly a robot,"A shocking new claim reveals the shocking truth that a famous politician is secretly a robot. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document spreads the rumor that the government is hiding aliens,"A mysterious leaked document spreads the rumor that the government is hiding aliens. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim reveals the shocking truth that 5G towers are controlling people's minds,"A shocking new claim reveals the shocking truth that 5G towers are controlling people's minds. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An unnamed source warns everyone that a celebrity secretly died years ago,"An unnamed source warns everyone that a celebrity secretly died years ago. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A bizarre conspiracy theory exposes how a doomsday asteroid will hit earth next week,"A bizarre conspiracy theory exposes how a doomsday asteroid will hit earth next week. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
